식품대분류명,대표식품명,열량,나트륨,탄수화물,당류,지방,트랜스지방,포화지방,콜레스테롤,단백질
빵 및 과자류,케이크,295,70.0,23.0,15.0,21.0,0.0,3.2,55.0,4.0
빵 및 과자류,케이크,376,168.0,0.0,21.62,0.0,0.0,13.51,0.0,3.78
빵 및 과자류,케이크,419,100.0,44.2,19.6,24.9,0.0,14.0,0.0,4.6
빵 및 과자류,케이크,305,122.0,0.0,18.67,0.0,0.0,9.67,0.0,6.0
빵 및 과자류,케이크,252,105.0,0.0,23.08,0.0,0.0,5.59,0.0,4.2
빵 및 과자류,케이크,324,52.0,32.17,20.87,0.0,0.0,11.3,0.0,3.48
빵 및 과자류,케이크,317,88.0,0.0,35.83,0.0,0.0,7.5,0.0,5.0
빵 및 과자류,케이크,360,63.0,0.0,20.36,0.0,0.0,8.21,0.0,4.64
빵 및 과자류,케이크,265,95.0,25.0,14.0,17.0,0.0,7.0,50.0,4.0
빵 및 과자류,케이크,250,70.0,18.0,11.0,18.0,0.35,6.0,45.0,3.0
빵 및 과자류,케이크,303,79.0,0.0,17.33,4.58,0.0,0.0,0.0,5.58
빵 및 과자류,케이크,308,43.0,0.0,26.6,0.0,0.0,12.6,0.0,4.7
빵 및 과자류,케이크,311,178.0,0.0,15.87,0.0,0.0,13.33,0.0,5.08
빵 및 과자류,케이크,378,122.0,0.0,14.23,0.0,0.0,11.79,0.0,21.95
빵 및 과자류,케이크,262,66.0,0.0,15.8,0.0,0.0,10.4,0.0,3.2
빵 및 과자류,케이크,292,102.0,0.0,19.57,0.0,0.0,9.78,0.0,4.57
빵 및 과자류,케이크,278,95.0,0.0,18.78,0.0,0.0,9.04,0.0,4.45
빵 및 과자류,케이크,288,102.0,0.0,19.2,0.0,0.0,9.6,0.0,4.49
빵 및 과자류,케이크,279,92.0,0.0,18.81,0.0,0.0,9.25,0.0,4.32
빵 및 과자류,케이크,289,99.0,0.0,18.9,0.0,0.0,9.9,0.0,4.5
빵 및 과자류,케이크,264,103.0,0.0,18.25,0.0,0.0,8.2,0.0,4.32
빵 및 과자류,케이크,262,95.0,0.0,17.67,0.0,0.0,8.83,0.0,3.94
빵 및 과자류,케이크,251,88.0,0.0,16.82,0.0,0.0,8.57,0.0,3.78
빵 및 과자류,케이크,261,93.0,0.0,17.04,0.0,0.0,9.06,0.0,3.93
빵 및 과자류,케이크,256,93.0,0.0,15.65,0.0,0.0,9.06,0.0,3.91
빵 및 과자류,케이크,252,92.0,0.0,16.98,0.0,0.0,8.47,0.0,3.9
빵 및 과자류,케이크,413,118.0,0.0,27.14,0.0,0.0,15.0,0.0,5.0
빵 및 과자류,케이크,433,112.0,0.0,27.0,0.0,0.0,16.0,0.0,6.0
빵 및 과자류,케이크,320,120.0,27.0,15.0,22.0,0.35,11.0,105.0,5.0
빵 및 과자류,케이크,461,194.0,0.0,28.0,0.0,0.0,6.0,0.0,6.0
빵 및 과자류,케이크,349,121.0,31.3,20.87,0.0,0.0,12.52,0.0,5.22
빵 및 과자류,케이크,338,69.0,0.0,14.0,0.0,0.0,13.0,0.0,3.0
빵 및 과자류,케이크,338,69.0,0.0,14.0,0.0,0.0,13.0,0.0,3.0
빵 및 과자류,케이크,351,103.0,0.0,22.63,0.0,0.0,12.06,0.0,4.2
빵 및 과자류,케이크,330,53.0,0.0,22.0,0.0,0.0,13.0,0.0,3.0
빵 및 과자류,케이크,313,203.0,0.0,19.78,0.0,0.0,10.99,0.0,5.49
빵 및 과자류,케이크,282,142.0,0.0,23.53,0.0,0.0,8.24,0.0,5.88
빵 및 과자류,케이크,369,312.0,0.0,8.12,0.0,0.0,9.04,0.0,6.35
빵 및 과자류,케이크,290,172.0,0.0,22.0,0.0,0.0,2.94,0.0,7.06
빵 및 과자류,케이크,359,166.0,0.0,21.18,15.29,0.0,0.0,0.0,7.06
빵 및 과자류,케이크,274,136.0,0.0,23.53,0.0,0.0,8.24,0.0,5.88
빵 및 과자류,케이크,310,59.0,0.0,16.96,0.0,0.0,21.96,0.0,6.09
빵 및 과자류,케이크,361,126.0,0.0,13.96,0.0,0.0,17.92,0.0,5.63
빵 및 과자류,케이크,251,47.0,0.0,13.8,0.0,0.0,11.55,0.0,2.35
빵 및 과자류,케이크,292,93.0,0.0,18.74,0.0,0.0,10.73,0.0,3.47
빵 및 과자류,케이크,310,86.0,0.0,0.0,0.0,0.0,19.14,0.0,5.14
빵 및 과자류,케이크,254,106.0,0.0,20.69,0.0,0.0,6.9,0.0,3.88
빵 및 과자류,케이크,339,130.0,0.0,21.0,0.0,0.0,13.0,0.0,5.0
빵 및 과자류,케이크,309,107.0,0.0,20.0,0.0,0.0,13.0,0.0,4.0
빵 및 과자류,케이크,348,188.0,0.0,24.0,0.0,0.0,14.0,0.0,5.0
빵 및 과자류,케이크,339,157.0,0.0,23.0,0.0,0.0,14.0,0.0,4.0
빵 및 과자류,케이크,330,135.0,0.0,25.15,0.0,0.0,11.7,0.0,4.09
빵 및 과자류,케이크,350,230.0,0.0,15.0,0.0,0.0,10.0,0.0,7.0
빵 및 과자류,케이크,341,225.0,24.29,15.0,0.0,0.0,17.5,0.0,5.71
빵 및 과자류,케이크,232,67.0,0.0,24.21,0.0,0.0,6.32,0.0,5.26
빵 및 과자류,케이크,266,105.0,0.0,20.0,0.0,0.0,11.0,0.0,4.0
빵 및 과자류,케이크,313,78.0,34.86,23.43,0.0,0.0,9.83,0.0,4.0
빵 및 과자류,케이크,275,100.0,22.0,13.0,19.0,0.0,4.5,65.0,3.0
빵 및 과자류,케이크,292,123.0,36.67,21.11,0.0,0.0,8.67,0.0,4.44
빵 및 과자류,케이크,263,92.0,0.0,19.67,0.0,0.0,11.33,0.0,2.98
빵 및 과자류,케이크,271,114.0,0.0,17.82,0.0,0.0,10.07,0.0,3.63
빵 및 과자류,케이크,312,64.0,0.0,18.11,10.05,0.0,0.0,0.0,4.38
빵 및 과자류,케이크,215,65.0,0.0,15.29,0.0,0.0,6.89,0.0,3.58
빵 및 과자류,케이크,311,68.0,0.0,18.44,8.75,0.0,0.0,0.0,4.19
빵 및 과자류,케이크,320,280.0,30.0,18.0,18.0,0.0,12.0,60.0,8.0
빵 및 과자류,케이크,397,389.0,0.0,13.16,0.0,0.0,7.37,0.0,5.26
빵 및 과자류,케이크,529,174.0,0.0,31.58,0.0,0.0,7.37,0.0,5.26
빵 및 과자류,케이크,371,170.0,0.0,19.44,0.0,0.0,16.75,0.0,6.59
빵 및 과자류,케이크,372,239.0,0.0,20.8,0.0,0.0,16.2,0.0,8.3
빵 및 과자류,케이크,372,239.0,0.0,20.76,0.0,0.0,16.14,0.0,8.33
빵 및 과자류,케이크,339,180.0,0.0,29.0,0.0,0.0,6.0,0.0,6.0
빵 및 과자류,케이크,373,276.0,0.0,19.18,0.0,0.0,15.75,0.0,6.16
빵 및 과자류,케이크,316,153.0,0.0,22.0,0.0,0.0,14.0,0.0,4.0
빵 및 과자류,케이크,338,50.0,0.0,13.85,0.0,0.0,3.85,0.0,4.62
빵 및 과자류,케이크,301,170.0,0.0,19.28,0.0,0.0,16.02,0.0,3.61
빵 및 과자류,케이크,386,67.0,0.0,20.6,0.0,0.0,16.5,0.0,4.9
빵 및 과자류,케이크,389,105.0,0.0,20.3,0.0,0.0,16.4,0.0,5.1
빵 및 과자류,케이크,314,103.0,0.0,30.0,0.0,0.0,9.7,0.0,4.0
빵 및 과자류,케이크,394,77.0,0.0,22.4,0.0,0.0,16.5,0.0,4.9
빵 및 과자류,케이크,304,160.0,0.0,23.64,0.0,0.0,9.09,0.0,3.64
빵 및 과자류,케이크,305,123.0,0.0,9.91,0.0,0.0,2.25,0.0,3.96
빵 및 과자류,케이크,358,74.0,0.0,30.68,0.0,0.0,12.5,0.0,4.55
빵 및 과자류,케이크,297,71.0,0.0,12.87,0.0,0.0,9.11,0.0,3.96
빵 및 과자류,케이크,307,71.0,0.0,9.01,0.0,0.0,8.71,0.0,6.04
빵 및 과자류,케이크,317,104.0,0.0,13.86,0.0,0.0,5.94,0.0,3.96
빵 및 과자류,케이크,287,109.0,0.0,24.63,0.0,0.0,7.48,0.0,4.55
빵 및 과자류,케이크,216,64.0,0.0,18.06,0.0,0.0,7.55,0.0,2.96
빵 및 과자류,케이크,199,63.0,0.0,16.12,0.0,0.0,6.76,0.0,2.93
빵 및 과자류,케이크,214,75.0,0.0,18.24,0.0,0.0,7.17,0.0,3.09
빵 및 과자류,케이크,250,83.0,0.0,20.96,0.0,0.0,7.86,0.0,3.78
빵 및 과자류,케이크,333,130.0,0.0,19.96,0.0,0.0,13.13,0.0,4.03
빵 및 과자류,케이크,364,150.0,0.0,16.0,0.0,0.0,8.0,0.0,4.0
빵 및 과자류,케이크,256,90.0,0.0,16.78,0.0,0.0,10.09,0.0,4.19
빵 및 과자류,케이크,312,94.0,28.7,17.39,0.0,0.0,11.22,0.0,5.22
빵 및 과자류,케이크,250,80.0,21.0,13.0,17.0,0.0,8.0,55.0,3.0
빵 및 과자류,케이크,250,85.0,21.0,13.0,17.0,0.0,8.0,60.0,4.0
빵 및 과자류,케이크,260,75.0,20.0,14.0,18.0,0.0,8.0,60.0,4.0
빵 및 과자류,케이크,255,75.0,21.0,15.0,17.0,0.0,7.0,65.0,4.0
빵 및 과자류,케이크,265,80.0,21.0,15.0,18.0,0.0,7.0,65.0,4.0
빵 및 과자류,케이크,260,75.0,21.0,15.0,18.0,0.0,7.0,60.0,3.0
빵 및 과자류,케이크,260,80.0,21.0,15.0,18.0,0.0,8.0,65.0,4.0
빵 및 과자류,케이크,265,80.0,22.0,15.0,18.0,0.0,7.0,65.0,4.0
빵 및 과자류,케이크,270,80.0,21.0,15.0,19.0,0.0,8.0,65.0,4.0
빵 및 과자류,케이크,270,85.0,23.0,13.0,19.0,0.0,9.0,60.0,4.0
빵 및 과자류,케이크,275,95.0,24.0,14.0,19.0,0.0,8.0,65.0,4.0
빵 및 과자류,케이크,283,32.0,0.0,18.28,0.0,0.0,12.83,0.0,4.39
빵 및 과자류,케이크,298,47.0,0.0,21.71,0.0,0.0,13.18,0.0,4.65
빵 및 과자류,케이크,375,156.0,0.0,26.56,0.0,0.0,10.94,0.0,4.69
빵 및 과자류,케이크,130,63.0,0.0,12.0,0.0,0.0,2.53,0.0,2.0
빵 및 과자류,케이크,265,136.0,0.0,7.78,0.0,0.0,7.52,0.0,5.21
빵 및 과자류,케이크,284,95.0,0.0,22.12,0.0,0.0,10.21,0.0,4.35
빵 및 과자류,케이크,332,121.0,0.0,34.55,0.0,0.0,9.09,0.0,5.45
빵 및 과자류,케이크,345,121.0,0.0,30.91,0.0,0.0,9.09,0.0,4.85
빵 및 과자류,케이크,299,343.0,0.0,17.24,0.0,0.0,11.17,0.0,4.83
빵 및 과자류,케이크,175,75.0,0.0,10.11,0.0,0.0,5.92,0.0,3.08
빵 및 과자류,케이크,123,71.0,0.0,9.7,0.0,0.0,2.64,0.0,2.74
빵 및 과자류,케이크,415,90.0,0.0,19.0,0.0,0.0,9.0,0.0,5.0
빵 및 과자류,케이크,344,246.0,0.0,20.0,0.0,0.0,9.0,0.0,7.0
빵 및 과자류,케이크,310,60.0,0.0,20.0,0.0,0.0,13.0,0.0,4.0
빵 및 과자류,케이크,348,67.0,0.0,28.0,0.0,0.0,14.0,0.0,5.0
빵 및 과자류,케이크,311,133.0,0.0,17.78,0.0,0.0,8.33,0.0,4.44
빵 및 과자류,케이크,290,79.0,0.0,18.18,0.0,0.0,9.09,0.0,4.55
빵 및 과자류,케이크,373,31.0,0.0,19.8,0.0,0.0,15.05,0.0,6.24
빵 및 과자류,케이크,348,294.0,0.0,11.22,0.0,0.0,3.91,0.0,6.78
빵 및 과자류,케이크,320,79.0,0.0,23.53,0.0,0.0,10.59,0.0,3.53
빵 및 과자류,케이크,318,208.0,0.0,19.0,0.0,0.0,9.0,0.0,6.0
빵 및 과자류,케이크,363,134.0,0.0,21.05,0.0,0.0,12.11,0.0,5.26
빵 및 과자류,케이크,287,106.0,0.0,18.88,0.0,0.0,9.53,0.0,4.14
빵 및 과자류,케이크,294,116.0,0.0,19.08,0.0,0.0,9.54,0.0,4.45
빵 및 과자류,케이크,302,110.0,0.0,19.38,0.0,0.0,10.13,0.0,4.77
빵 및 과자류,케이크,320,108.0,0.0,19.0,0.0,0.0,12.81,0.0,4.71
빵 및 과자류,케이크,324,167.0,0.0,20.0,0.0,0.0,11.11,0.0,6.67
빵 및 과자류,케이크,376,100.0,0.0,27.06,0.0,0.0,12.94,0.0,5.88
빵 및 과자류,케이크,434,239.0,0.0,30.0,0.0,0.0,11.0,0.0,5.0
빵 및 과자류,케이크,319,158.0,0.0,26.0,0.0,0.0,8.0,0.0,5.0
빵 및 과자류,케이크,355,58.0,0.0,13.2,0.0,0.0,7.7,0.0,7.4
빵 및 과자류,케이크,322,307.0,0.0,21.18,0.0,0.0,14.12,0.0,4.71
빵 및 과자류,케이크,419,154.0,0.0,26.25,0.0,0.0,13.75,0.0,5.0
빵 및 과자류,케이크,443,66.0,0.0,39.57,0.0,0.0,16.17,0.0,5.53
빵 및 과자류,케이크,419,98.0,0.0,17.6,0.0,0.0,13.9,0.0,2.9
빵 및 과자류,케이크,370,94.0,0.0,17.92,0.0,0.0,17.33,0.0,4.75
빵 및 과자류,케이크,360,163.0,0.0,30.0,0.0,0.0,5.5,0.0,7.5
빵 및 과자류,케이크,311,87.0,0.0,23.53,0.0,0.0,10.59,0.0,3.53
빵 및 과자류,케이크,319,284.0,0.0,21.18,0.0,0.0,14.12,0.0,4.71
빵 및 과자류,케이크,236,111.0,0.0,15.56,0.0,0.0,5.11,0.0,4.44
빵 및 과자류,케이크,359,166.0,0.0,21.18,0.0,0.0,15.29,0.0,7.06
빵 및 과자류,케이크,376,181.0,0.0,30.2,0.0,0.0,9.5,0.0,7.4
빵 및 과자류,케이크,277,59.0,0.0,15.4,0.0,0.0,13.3,0.0,6.7
빵 및 과자류,케이크,291,48.0,0.0,14.98,0.0,0.0,5.29,0.0,3.52
빵 및 과자류,케이크,291,45.0,0.0,13.07,0.0,0.0,5.93,0.0,3.04
빵 및 과자류,케이크,283,193.0,0.0,15.0,7.5,0.0,0.0,0.0,5.5
빵 및 과자류,케이크,289,113.0,0.0,21.13,0.0,0.0,11.27,0.0,4.23
빵 및 과자류,케이크,334,142.0,0.0,26.06,0.0,0.0,7.63,0.0,5.51
빵 및 과자류,케이크,296,63.0,0.0,20.83,0.0,0.0,13.33,0.0,8.33
빵 및 과자류,케이크,406,219.0,0.0,25.0,0.0,0.0,14.06,0.0,6.25
빵 및 과자류,케이크,350,340.0,34.0,20.0,20.0,0.2,8.6,110.0,8.0
빵 및 과자류,케이크,395,172.0,25.79,13.68,0.0,0.0,19.53,0.0,2.63
빵 및 과자류,케이크,336,218.0,0.0,18.63,0.0,0.0,9.94,0.0,2.48
빵 및 과자류,케이크,385,219.0,0.0,30.0,0.0,0.0,11.18,0.0,4.0
빵 및 과자류,케이크,321,263.0,0.0,20.11,0.0,0.0,11.73,0.0,3.91
빵 및 과자류,케이크,318,262.0,0.0,21.14,0.0,0.0,10.51,0.0,4.47
빵 및 과자류,케이크,403,180.0,0.0,11.96,0.0,0.0,15.0,0.0,6.07
빵 및 과자류,케이크,372,259.0,0.0,16.36,0.0,0.0,11.52,0.0,5.45
빵 및 과자류,케이크,330,254.0,0.0,18.0,0.0,0.0,19.0,0.0,5.0
빵 및 과자류,케이크,404,292.0,0.0,20.0,0.0,0.0,5.6,0.0,5.6
빵 및 과자류,케이크,443,312.0,0.0,20.0,0.0,0.0,20.0,0.0,6.67
빵 및 과자류,케이크,306,200.0,24.44,20.0,20.0,0.39,8.89,138.89,6.67
빵 및 과자류,케이크,317,53.0,0.0,18.67,0.0,0.0,14.0,0.0,4.0
빵 및 과자류,케이크,315,57.0,0.0,18.62,0.0,0.0,14.0,0.0,4.46
빵 및 과자류,케이크,341,88.0,0.0,30.09,0.0,0.0,4.42,0.0,5.31
빵 및 과자류,케이크,336,88.0,0.0,29.2,0.0,0.0,4.38,0.0,5.55
빵 및 과자류,케이크,247,45.0,0.0,17.75,0.0,0.0,6.71,0.0,3.03
빵 및 과자류,케이크,258,101.0,0.0,3.85,0.0,0.0,8.94,0.0,3.85
빵 및 과자류,케이크,263,54.0,0.0,25.27,0.0,0.0,7.15,0.0,3.23
빵 및 과자류,케이크,277,86.0,0.0,14.14,0.0,0.0,10.1,0.0,5.24
빵 및 과자류,케이크,238,36.0,0.0,21.43,0.0,0.0,7.94,0.0,3.17
빵 및 과자류,케이크,229,32.0,0.0,20.19,0.0,0.0,7.75,0.0,3.07
빵 및 과자류,케이크,252,61.0,0.0,15.45,0.0,0.0,12.2,0.0,4.07
빵 및 과자류,케이크,248,70.0,0.0,16.26,0.0,0.0,11.13,0.0,4.28
빵 및 과자류,케이크,301,126.0,26.58,18.35,0.0,0.0,10.82,0.0,5.06
빵 및 과자류,케이크,330,71.0,0.0,21.25,0.0,0.0,15.33,0.0,3.92
빵 및 과자류,케이크,321,74.0,0.0,21.25,10.0,0.0,0.0,0.0,6.25
빵 및 과자류,케이크,307,186.0,0.0,17.44,0.0,0.0,14.19,0.0,5.0
빵 및 과자류,케이크,321,239.0,0.0,11.38,0.0,0.0,9.56,0.0,5.88
빵 및 과자류,케이크,301,179.0,0.0,17.5,0.0,0.0,10.0,0.0,6.67
빵 및 과자류,케이크,291,123.0,0.0,15.71,0.0,0.0,9.57,0.0,5.29
빵 및 과자류,케이크,304,89.0,0.0,13.7,0.0,0.0,5.5,0.0,7.8
빵 및 과자류,케이크,290,81.0,0.0,21.06,0.0,0.0,4.0,0.0,5.06
빵 및 과자류,케이크,334,206.0,0.0,23.75,0.0,0.0,10.0,0.0,7.5
빵 및 과자류,케이크,259,111.0,22.73,16.36,0.0,0.0,7.82,0.0,5.45
빵 및 과자류,케이크,246,54.0,0.0,26.08,0.0,0.0,2.3,0.0,4.52
빵 및 과자류,케이크,283,88.0,0.0,22.47,0.0,0.0,9.59,0.0,4.64
빵 및 과자류,케이크,265,65.0,0.0,17.73,0.0,0.0,10.44,0.0,3.6
빵 및 과자류,케이크,287,80.0,0.0,17.45,0.0,0.0,10.95,0.0,3.83
빵 및 과자류,케이크,339,172.0,0.0,16.77,0.0,0.0,15.63,0.0,4.13
빵 및 과자류,케이크,299,24.0,0.0,15.28,0.0,0.0,15.97,0.0,4.86
빵 및 과자류,케이크,450,83.0,0.0,21.9,0.0,0.0,11.6,0.0,6.9
빵 및 과자류,케이크,356,333.0,0.0,17.78,0.0,0.0,13.33,0.0,6.67
빵 및 과자류,케이크,353,150.0,0.0,21.05,0.0,0.0,12.37,0.0,5.26
빵 및 과자류,케이크,396,125.0,0.0,31.67,0.0,0.0,8.33,0.0,4.17
빵 및 과자류,케이크,340,255.0,0.0,22.64,0.0,0.0,14.15,0.0,6.6
빵 및 과자류,케이크,352,188.0,0.0,16.02,0.0,0.0,16.74,0.0,5.52
빵 및 과자류,케이크,359,162.0,0.0,33.0,0.0,0.0,13.0,0.0,4.0
빵 및 과자류,케이크,467,203.0,42.6,23.4,29.5,0.0,11.3,0.0,7.7
빵 및 과자류,케이크,338,110.0,0.0,16.95,0.0,0.0,15.13,0.0,4.06
빵 및 과자류,케이크,449,147.0,0.0,21.9,0.0,0.0,10.95,0.0,7.14
빵 및 과자류,케이크,262,81.0,0.0,12.38,0.0,0.0,7.62,0.0,3.81
빵 및 과자류,케이크,260,75.0,0.0,11.97,0.0,0.0,8.0,0.0,2.95
빵 및 과자류,케이크,363,196.0,0.0,16.0,0.0,0.0,25.08,0.0,5.08
빵 및 과자류,케이크,321,75.0,0.0,19.0,0.0,0.0,12.0,0.0,6.0
빵 및 과자류,케이크,332,33.0,0.0,7.27,0.0,0.0,4.55,0.0,1.82
빵 및 과자류,케이크,344,210.0,0.0,20.0,0.0,0.0,10.0,0.0,6.0
빵 및 과자류,케이크,292,50.0,0.0,20.0,0.0,0.0,12.31,0.0,3.85
빵 및 과자류,케이크,251,127.0,0.0,24.0,0.0,0.0,8.0,0.0,3.0
빵 및 과자류,케이크,292,140.0,0.0,23.0,0.0,0.0,13.0,0.0,3.0
빵 및 과자류,케이크,291,153.0,0.0,23.0,0.0,0.0,12.0,0.0,3.0
빵 및 과자류,케이크,280,83.0,0.0,22.76,0.0,0.0,11.3,0.0,3.61
빵 및 과자류,케이크,321,257.0,0.0,22.31,0.0,0.0,13.22,0.0,4.96
빵 및 과자류,케이크,385,100.0,0.0,26.0,0.0,0.0,7.0,0.0,5.0
빵 및 과자류,케이크,285,95.0,0.0,15.0,0.0,0.0,9.0,0.0,3.0
빵 및 과자류,케이크,328,94.0,27.78,13.33,23.33,0.0,5.22,66.67,4.44
빵 및 과자류,케이크,318,202.0,0.0,24.0,0.0,0.0,11.0,0.0,5.0
빵 및 과자류,케이크,235,95.0,26.0,7.0,14.0,0.35,9.0,60.0,3.0
빵 및 과자류,케이크,704,93.0,0.0,40.0,0.0,0.0,28.0,0.0,10.0
빵 및 과자류,케이크,588,374.0,0.0,30.0,0.0,0.0,13.0,0.0,6.0
빵 및 과자류,케이크,453,287.0,0.0,23.0,0.0,0.0,10.0,0.0,5.0
빵 및 과자류,케이크,360,320.0,0.0,44.0,0.0,0.0,7.0,0.0,4.0
빵 및 과자류,케이크,315,307.0,0.0,35.0,0.0,0.0,7.0,0.0,7.0
빵 및 과자류,케이크,280,75.0,19.0,11.0,18.0,0.0,7.0,40.0,3.0
빵 및 과자류,케이크,342,73.0,0.0,21.0,0.0,0.0,10.0,0.0,6.0
빵 및 과자류,케이크,283,100.0,0.0,19.24,0.0,0.0,9.42,0.0,4.61
빵 및 과자류,케이크,278,97.0,0.0,18.66,0.0,0.0,9.19,0.0,4.46
빵 및 과자류,케이크,278,96.0,0.0,18.72,0.0,0.0,9.36,0.0,4.32
빵 및 과자류,케이크,301,69.0,27.41,20.74,0.0,0.0,10.37,0.0,4.44
빵 및 과자류,케이크,305,114.0,35.56,20.0,0.0,0.0,9.63,0.0,4.44
빵 및 과자류,케이크,305,171.0,0.0,30.48,0.0,0.0,7.62,0.0,4.76
빵 및 과자류,케이크,394,375.0,0.0,28.0,0.0,0.0,12.0,0.0,5.0
빵 및 과자류,케이크,555,203.0,0.0,35.0,0.0,0.0,24.0,0.0,8.0
빵 및 과자류,케이크,270,65.0,23.0,14.0,22.0,0.35,12.0,105.0,4.0
빵 및 과자류,케이크,301,179.0,0.0,17.5,0.0,0.0,10.0,0.0,6.67
빵 및 과자류,케이크,280,105.0,24.0,12.0,19.0,0.35,7.0,70.0,4.0
빵 및 과자류,케이크,246,65.0,20.0,13.08,17.69,0.0,1.38,53.85,3.85
빵 및 과자류,케이크,421,156.0,52.7,30.8,21.1,0.0,9.0,0.0,5.1
빵 및 과자류,케이크,353,275.0,0.0,18.13,0.0,0.0,13.75,0.0,7.5
빵 및 과자류,케이크,362,228.0,29.94,24.55,24.55,0.12,17.96,110.78,5.39
빵 및 과자류,케이크,330,244.0,21.43,16.67,25.0,0.83,16.07,113.1,5.36
빵 및 과자류,케이크,337,179.0,18.5,7.0,27.0,0.5,3.0,58.0,5.5
빵 및 과자류,케이크,265,100.0,29.0,16.0,16.0,0.35,8.0,45.0,3.0
빵 및 과자류,케이크,315,104.0,0.0,20.69,0.0,0.0,11.67,0.0,3.61
빵 및 과자류,케이크,496,46.0,39.5,30.8,33.9,0.0,8.8,0.0,8.3
빵 및 과자류,케이크,200,65.0,18.0,12.0,13.0,0.0,3.2,45.0,3.0
빵 및 과자류,케이크,382,280.0,39.7,13.6,21.6,0.0,12.8,0.0,7.2
빵 및 과자류,케이크,325,100.0,30.0,17.5,20.0,0.0,5.75,150.0,5.0
빵 및 과자류,케이크,390,319.0,38.6,12.3,22.9,0.0,10.6,0.0,7.0
빵 및 과자류,케이크,280,110.0,29.0,15.0,17.0,0.35,11.0,60.0,3.0
빵 및 과자류,케이크,275,150.0,22.5,15.0,18.33,0.29,9.17,50.0,4.17
빵 및 과자류,케이크,280,110.0,21.0,14.0,20.0,0.35,9.0,85.0,4.0
빵 및 과자류,케이크,397,138.0,0.0,22.11,0.0,0.0,12.63,0.0,9.47
빵 및 과자류,케이크,433,220.0,0.0,23.0,0.0,0.0,13.0,0.0,6.0
빵 및 과자류,케이크,386,154.0,0.0,36.0,0.0,0.0,14.0,0.0,11.0
빵 및 과자류,케이크,308,154.0,0.0,32.31,0.0,0.0,10.77,0.0,6.15
빵 및 과자류,케이크,305,83.0,0.0,30.77,0.0,0.0,10.77,0.0,7.69
빵 및 과자류,케이크,281,88.0,25.0,13.75,18.75,0.0,4.88,62.5,3.75
빵 및 과자류,케이크,250,40.0,0.0,14.0,0.0,0.0,8.0,0.0,5.0
빵 및 과자류,케이크,269,42.0,0.0,16.79,0.0,0.0,12.55,0.0,3.5
빵 및 과자류,케이크,397,344.0,46.8,16.2,19.8,0.0,11.0,0.0,8.0
빵 및 과자류,케이크,371,159.0,0.0,23.33,0.0,0.0,12.22,0.0,5.56
빵 및 과자류,케이크,298,70.0,0.0,22.4,0.0,0.0,15.2,0.0,3.2
빵 및 과자류,케이크,211,370.0,46.67,13.33,0.55,0.0,0.0,0.0,4.85
빵 및 과자류,케이크,214,327.0,47.27,13.94,0.61,0.0,0.0,0.0,4.85
빵 및 과자류,케이크,325,190.0,26.0,25.0,22.0,0.35,12.0,150.0,7.0
빵 및 과자류,케이크,325,85.0,28.0,13.0,23.0,0.35,8.0,50.0,4.0
빵 및 과자류,케이크,300,116.0,0.0,24.53,0.0,0.0,9.73,0.0,4.4
빵 및 과자류,케이크,315,140.0,30.0,16.0,20.0,0.0,6.0,65.0,4.0
빵 및 과자류,케이크,290,85.0,25.0,12.0,20.0,0.0,6.0,55.0,4.0
빵 및 과자류,케이크,436,302.0,43.02,13.95,25.58,0.41,17.44,11.63,5.81
빵 및 과자류,케이크,409,350.0,43.6,12.6,22.5,0.0,11.7,0.0,8.0
빵 및 과자류,케이크,352,111.0,0.0,20.0,0.0,0.0,10.43,0.0,6.09
빵 및 과자류,케이크,315,180.0,38.0,15.0,17.0,0.35,8.0,60.0,4.0
빵 및 과자류,케이크,429,50.0,44.3,28.5,24.5,0.0,10.8,0.0,7.7
빵 및 과자류,케이크,289,203.0,0.0,17.47,0.0,0.0,10.8,0.0,5.87
빵 및 과자류,케이크,294,200.0,0.0,17.65,0.0,0.0,10.59,0.0,5.88
빵 및 과자류,케이크,326,76.0,0.0,19.64,0.0,0.0,14.29,0.0,4.46
빵 및 과자류,케이크,295,88.0,26.6,15.1,18.7,0.0,8.5,0.0,5.0
빵 및 과자류,케이크,261,92.0,0.0,17.63,0.0,0.0,8.35,0.0,3.82
빵 및 과자류,케이크,260,100.0,0.0,16.69,0.0,0.0,9.08,0.0,4.17
빵 및 과자류,케이크,275,108.0,0.0,19.34,0.0,0.0,7.98,0.0,4.36
빵 및 과자류,케이크,272,98.0,0.0,19.0,0.0,0.0,8.51,0.0,3.96
빵 및 과자류,케이크,256,93.0,0.0,15.65,0.0,0.0,9.06,0.0,3.91
빵 및 과자류,케이크,263,98.0,0.0,16.35,0.0,0.0,8.66,0.0,4.0
빵 및 과자류,케이크,588,199.0,0.0,21.0,0.0,0.0,24.0,0.0,8.0
빵 및 과자류,케이크,291,102.0,0.0,19.35,0.0,0.0,9.78,0.0,4.78
빵 및 과자류,케이크,421,147.0,0.0,38.6,0.0,0.0,10.85,0.0,6.67
빵 및 과자류,케이크,288,97.0,0.0,26.35,0.0,0.0,7.77,0.0,4.39
빵 및 과자류,케이크,340,255.0,0.0,22.64,0.0,0.0,14.15,0.0,6.6
빵 및 과자류,케이크,286,94.0,0.0,18.97,0.0,0.0,12.81,0.0,2.96
