식품대분류명,대표식품명,열량,나트륨,탄수화물,당류,지방,트랜스지방,포화지방,콜레스테롤,단백질
빵 및 과자류,케이크,252,146.0,0.0,20.0,0.0,0.0,5.38,0.0,3.85
빵 및 과자류,케이크,271,118.0,0.0,15.0,0.0,0.0,5.0,0.0,8.0
빵 및 과자류,케이크,383,92.0,0.0,18.13,0.0,0.0,12.5,0.0,6.25
빵 및 과자류,케이크,344,179.0,18.5,7.5,27.5,0.5,3.0,58.5,6.0
빵 및 과자류,케이크,264,42.0,0.0,4.5,0.0,0.0,12.34,0.0,3.69
빵 및 과자류,케이크,279,97.0,0.0,17.73,0.0,0.0,10.38,0.0,3.83
빵 및 과자류,케이크,270,86.0,0.0,16.56,0.0,0.0,8.39,0.0,3.87
빵 및 과자류,케이크,272,81.0,0.0,16.33,0.0,0.0,8.96,0.0,3.76
빵 및 과자류,케이크,269,81.0,0.0,19.8,0.0,0.0,8.64,0.0,3.69
빵 및 과자류,케이크,438,137.0,0.0,34.25,0.0,0.0,15.07,0.0,5.48
빵 및 과자류,케이크,307,213.0,0.0,21.31,0.0,0.0,9.84,0.0,4.92
빵 및 과자류,케이크,273,91.0,0.0,17.3,0.0,0.0,9.63,0.0,4.28
빵 및 과자류,케이크,288,101.0,0.0,0.0,0.0,0.0,6.48,0.0,5.04
빵 및 과자류,케이크,274,110.0,0.0,19.81,0.0,0.0,11.32,0.0,4.56
빵 및 과자류,케이크,323,141.0,0.0,25.4,0.0,0.0,10.21,0.0,4.31
빵 및 과자류,케이크,360,140.0,0.0,32.0,0.0,0.0,6.8,0.0,4.0
빵 및 과자류,케이크,417,167.0,0.0,56.67,0.0,0.0,8.33,0.0,3.33
빵 및 과자류,케이크,421,107.0,0.0,34.29,0.0,0.0,12.86,0.0,5.71
빵 및 과자류,케이크,385,154.0,0.0,27.69,0.0,0.0,13.85,0.0,6.15
빵 및 과자류,케이크,302,107.0,0.0,20.68,0.0,0.0,12.22,0.0,4.14
빵 및 과자류,케이크,254,103.0,0.0,17.66,0.0,0.0,5.07,0.0,3.69
빵 및 과자류,케이크,343,193.0,0.0,19.33,0.0,0.0,14.0,0.0,6.0
빵 및 과자류,케이크,322,81.0,0.0,24.38,0.0,0.0,10.63,0.0,4.38
빵 및 과자류,케이크,281,78.0,0.0,15.38,0.0,0.0,10.42,0.0,4.45
빵 및 과자류,케이크,301,143.0,0.0,21.16,0.0,0.0,10.42,0.0,3.69
빵 및 과자류,케이크,329,146.0,0.0,22.11,0.0,0.0,11.42,0.0,4.39
빵 및 과자류,케이크,272,128.0,0.0,17.78,0.0,0.0,5.56,0.0,4.44
빵 및 과자류,케이크,331,54.0,0.0,17.83,0.0,0.0,15.92,0.0,3.82
빵 및 과자류,케이크,259,105.0,0.0,21.68,0.0,0.0,11.19,0.0,6.29
빵 및 과자류,케이크,309,137.0,0.0,21.38,0.0,0.0,10.69,0.0,5.34
빵 및 과자류,케이크,248,124.0,0.0,21.38,0.0,0.0,5.52,0.0,4.14
빵 및 과자류,케이크,311,250.0,0.0,20.16,0.0,0.0,8.87,0.0,5.65
빵 및 과자류,케이크,341,98.0,0.0,20.73,0.0,0.0,13.42,0.0,3.66
빵 및 과자류,케이크,395,146.0,0.0,26.92,0.0,0.0,14.36,0.0,4.36
빵 및 과자류,케이크,275,100.0,0.0,13.0,0.0,0.0,4.5,0.0,3.0
빵 및 과자류,케이크,269,112.0,0.0,21.29,0.0,0.0,8.25,0.0,3.47
빵 및 과자류,케이크,270,41.0,0.0,16.6,0.0,0.0,12.52,0.0,3.49
빵 및 과자류,케이크,217,87.0,0.0,16.07,0.0,0.0,6.99,0.0,3.56
빵 및 과자류,케이크,268,98.0,0.0,21.84,0.0,0.0,16.86,0.0,7.92
빵 및 과자류,케이크,257,109.0,0.0,19.71,0.0,0.0,7.73,0.0,3.6
빵 및 과자류,케이크,450,171.0,0.0,32.86,0.0,0.0,14.29,0.0,7.14
빵 및 과자류,케이크,245,85.0,0.0,4.9,0.0,0.0,11.0,0.0,4.0
빵 및 과자류,케이크,266,130.0,0.0,17.76,0.0,0.0,7.96,0.0,5.67
빵 및 과자류,케이크,440,202.0,0.0,30.95,0.0,0.0,16.67,0.0,7.14
빵 및 과자류,케이크,440,202.0,0.0,28.57,0.0,0.0,19.05,0.0,4.76
빵 및 과자류,케이크,458,249.0,71.61,39.51,28.4,0.0,6.17,30.87,4.94
빵 및 과자류,케이크,522,182.0,48.89,4.44,33.33,0.0,13.33,97.78,4.44
빵 및 과자류,케이크,373,143.0,0.0,23.5,0.0,0.0,13.0,0.0,3.5
빵 및 과자류,케이크,420,170.0,0.0,34.09,0.0,0.0,11.36,0.0,4.55
빵 및 과자류,케이크,281,84.0,0.0,18.56,0.0,0.0,9.28,0.0,5.06
빵 및 과자류,케이크,269,108.0,0.0,3.08,0.0,0.0,5.38,0.0,10.77
빵 및 과자류,케이크,267,113.0,0.0,2.67,0.0,0.0,9.33,0.0,5.33
빵 및 과자류,케이크,280,90.0,0.0,3.0,0.0,0.0,13.0,0.0,5.0
빵 및 과자류,케이크,609,203.0,0.0,40.63,0.0,0.0,31.25,0.0,9.38
빵 및 과자류,케이크,199,80.0,0.0,16.81,0.0,0.0,5.79,0.0,3.07
빵 및 과자류,케이크,457,114.0,0.0,31.43,0.0,0.0,12.86,0.0,7.14
빵 및 과자류,케이크,272,103.0,0.0,24.37,0.0,0.0,7.63,0.0,4.34
빵 및 과자류,케이크,357,57.0,0.0,25.71,0.0,0.0,5.71,0.0,5.71
빵 및 과자류,케이크,308,127.0,34.32,25.0,16.82,0.3,11.59,89.78,5.0
빵 및 과자류,케이크,347,178.0,0.0,19.81,0.0,0.0,12.17,0.0,4.72
빵 및 과자류,케이크,413,246.0,0.0,26.09,0.0,0.0,9.31,0.0,9.13
빵 및 과자류,케이크,370,233.0,0.0,21.11,0.0,0.0,10.0,0.0,5.56
빵 및 과자류,케이크,296,136.0,0.0,12.27,0.0,0.0,11.29,0.0,4.3
빵 및 과자류,케이크,275,107.0,0.0,25.0,0.0,0.0,7.86,0.0,3.57
빵 및 과자류,케이크,217,92.0,0.0,19.31,0.0,0.0,6.83,0.0,4.14
빵 및 과자류,케이크,263,75.0,0.0,21.33,0.0,0.0,9.33,0.0,2.67
빵 및 과자류,케이크,422,512.0,0.0,29.2,0.0,0.0,4.14,0.0,6.21
빵 및 과자류,케이크,379,0.0,0.0,24.11,0.0,0.0,138.29,0.0,4.26
빵 및 과자류,케이크,504,96.0,0.0,34.44,0.0,0.0,11.33,0.0,5.78
빵 및 과자류,케이크,356,190.0,0.0,24.21,0.0,0.0,2.58,0.0,5.79
빵 및 과자류,케이크,429,83.0,0.0,23.33,0.0,0.0,20.0,0.0,5.83
빵 및 과자류,케이크,345,0.0,0.0,17.51,0.0,0.0,7.78,0.0,4.87
빵 및 과자류,케이크,408,550.0,48.0,36.0,21.0,0.0,11.0,52.0,6.7
빵 및 과자류,케이크,394,610.0,47.0,36.0,20.0,0.0,11.0,52.0,6.5
빵 및 과자류,케이크,368,150.0,0.0,6.21,0.0,0.0,15.17,0.0,5.52
빵 및 과자류,케이크,380,208.0,44.56,25.74,19.8,0.0,13.86,59.41,4.95
빵 및 과자류,케이크,183,54.0,0.0,8.6,0.0,0.0,5.38,0.0,2.15
빵 및 과자류,케이크,255,116.0,0.0,19.64,0.0,0.0,7.86,0.0,3.57
빵 및 과자류,케이크,73,5.0,0.0,1.82,0.0,0.0,0.0,0.0,5.46
빵 및 과자류,케이크,604,186.0,0.0,37.5,0.0,0.0,12.5,0.0,11.25
빵 및 과자류,케이크,211,132.0,0.0,16.54,0.0,0.0,8.12,0.0,2.26
빵 및 과자류,케이크,355,144.0,0.0,26.7,0.0,0.0,7.6,0.0,4.7
빵 및 과자류,케이크,336,255.0,0.0,18.18,0.0,0.0,14.55,0.0,7.27
빵 및 과자류,케이크,369,312.0,0.0,8.12,0.0,0.0,9.04,0.0,6.35
빵 및 과자류,케이크,315,200.0,0.0,20.01,0.0,0.0,10.98,0.0,5.99
빵 및 과자류,케이크,266,96.0,0.0,7.0,0.0,0.0,10.07,0.0,6.0
빵 및 과자류,케이크,372,225.0,0.0,15.56,0.0,0.0,12.59,0.0,4.44
빵 및 과자류,케이크,330,50.0,0.0,16.0,0.0,0.0,6.0,0.0,4.0
빵 및 과자류,케이크,340,55.0,0.0,13.87,0.0,0.0,7.95,0.0,3.89
빵 및 과자류,케이크,338,235.0,0.0,28.23,0.0,0.0,10.59,0.0,5.88
빵 및 과자류,케이크,274,116.0,0.0,22.11,0.0,0.0,6.32,0.0,6.32
빵 및 과자류,케이크,326,76.0,0.0,19.64,0.0,0.0,14.29,0.0,4.47
빵 및 과자류,케이크,442,183.0,0.0,22.56,0.0,0.0,13.11,0.0,8.44
빵 및 과자류,케이크,340,61.0,0.0,19.09,0.0,0.0,2.12,0.0,3.89
빵 및 과자류,케이크,357,157.0,0.0,22.86,0.0,0.0,13.71,0.0,5.71
빵 및 과자류,케이크,442,189.0,0.0,33.33,0.0,0.0,15.56,0.0,4.44
빵 및 과자류,케이크,358,108.0,0.0,22.11,0.0,0.0,16.84,0.0,5.26
빵 및 과자류,케이크,348,294.0,0.0,11.22,0.0,0.0,3.91,0.0,6.78
빵 및 과자류,케이크,296,200.0,0.0,16.0,0.0,0.0,11.6,0.0,8.0
빵 및 과자류,케이크,532,171.0,0.0,10.0,0.0,0.0,15.72,0.0,4.29
빵 및 과자류,케이크,334,22.0,25.0,14.0,23.0,0.7,15.0,96.0,6.0
빵 및 과자류,케이크,363,215.0,0.0,27.5,0.0,0.0,3.63,0.0,8.75
빵 및 과자류,케이크,280,39.0,0.0,19.63,0.0,0.0,1.96,0.0,2.95
빵 및 과자류,케이크,325,104.0,0.0,14.18,0.0,0.0,10.45,0.0,5.22
빵 및 과자류,케이크,292,99.0,0.0,14.81,0.0,0.0,13.11,0.0,2.96
빵 및 과자류,케이크,295,119.0,0.0,15.67,0.0,0.0,12.02,0.0,2.99
빵 및 과자류,케이크,436,305.0,0.0,30.5,0.0,0.0,4.13,0.0,5.75
빵 및 과자류,케이크,280,131.0,0.0,22.0,0.0,0.0,9.4,0.0,4.0
빵 및 과자류,케이크,267,150.0,0.0,20.0,0.0,0.0,7.67,0.0,6.67
빵 및 과자류,케이크,351,162.0,0.0,11.71,0.0,0.0,16.22,0.0,6.31
빵 및 과자류,케이크,321,239.0,0.0,11.38,0.0,0.0,9.56,0.0,5.88
빵 및 과자류,케이크,363,101.0,0.0,26.25,0.0,0.0,5.0,0.0,6.25
빵 및 과자류,케이크,284,113.0,0.0,18.8,0.0,0.0,9.25,0.0,5.26
빵 및 과자류,케이크,280,114.0,0.0,18.94,0.0,0.0,9.02,0.0,5.3
빵 및 과자류,케이크,369,167.0,0.0,20.0,0.0,0.0,13.33,0.0,6.67
빵 및 과자류,케이크,206,108.0,0.0,17.07,0.0,0.0,6.96,0.0,3.41
빵 및 과자류,롤케이크케이크,361,250.0,0.0,27.78,0.0,0.0,8.33,0.0,4.17
빵 및 과자류,롤케이크케이크,306,100.0,0.0,21.43,0.0,0.0,10.0,0.0,5.71
빵 및 과자류,롤케이크케이크,338,194.0,0.0,20.0,0.0,0.0,12.22,0.0,6.67
빵 및 과자류,롤케이크케이크,296,120.0,0.0,15.72,0.0,0.0,11.43,0.0,4.29
빵 및 과자류,롤케이크케이크,308,200.0,0.0,16.92,0.0,0.0,9.23,0.0,4.62
빵 및 과자류,롤케이크케이크,292,208.0,0.0,16.92,0.0,0.0,9.23,0.0,4.62
빵 및 과자류,롤케이크케이크,308,200.0,0.0,16.92,0.0,0.0,9.23,0.0,4.62
빵 및 과자류,롤케이크케이크,291,150.0,0.0,18.57,0.0,0.0,8.57,0.0,4.29
빵 및 과자류,롤케이크케이크,338,94.0,55.0,32.5,0.0,0.0,2.5,0.0,7.5
빵 및 과자류,생크림케이크케이크,306,94.0,0.0,15.0,0.0,0.0,6.25,0.0,3.75
빵 및 과자류,생크림케이크케이크,287,100.0,0.0,19.64,0.0,0.0,9.42,0.0,4.61
빵 및 과자류,생크림케이크케이크,280,98.0,0.0,18.95,0.0,0.0,9.19,0.0,4.46
빵 및 과자류,생크림케이크케이크,286,96.0,0.0,19.35,0.0,0.0,9.67,0.0,4.43
빵 및 과자류,생크림케이크케이크,273,106.0,0.0,19.95,0.0,0.0,10.84,0.0,3.2
빵 및 과자류,생크림케이크케이크,200,83.0,0.0,17.61,0.0,0.0,5.21,0.0,3.06
빵 및 과자류,생크림케이크케이크,220,70.0,0.0,10.0,0.0,0.0,6.0,0.0,3.0
빵 및 과자류,생크림케이크케이크,246,111.0,0.0,20.11,0.0,0.0,7.41,0.0,4.23
빵 및 과자류,생크림케이크케이크,252,71.0,0.0,22.38,0.0,0.0,6.67,0.0,4.76
빵 및 과자류,생크림케이크케이크,295,113.0,0.0,20.81,0.0,0.0,10.98,0.0,3.76
빵 및 과자류,생크림케이크케이크,283,90.0,0.0,19.83,0.0,0.0,9.91,0.0,4.14
빵 및 과자류,생크림케이크케이크,363,126.0,0.0,18.95,0.0,0.0,14.74,0.0,5.26
빵 및 과자류,생크림케이크케이크,269,90.0,0.0,19.21,0.0,0.0,8.8,0.0,4.13
빵 및 과자류,생크림케이크케이크,277,97.0,0.0,19.75,0.0,0.0,8.84,0.0,4.42
빵 및 과자류,생크림케이크케이크,275,95.0,0.0,19.69,0.0,0.0,8.98,0.0,4.28
빵 및 과자류,생크림케이크케이크,263,92.0,0.0,19.67,0.0,0.0,11.32,0.0,2.98
빵 및 과자류,생크림케이크케이크,243,87.0,0.0,18.52,0.0,0.0,7.59,0.0,3.15
빵 및 과자류,생크림케이크케이크,265,60.0,0.0,22.0,0.0,0.0,11.0,0.0,3.0
빵 및 과자류,생크림케이크케이크,270,70.0,0.0,12.0,0.0,0.0,12.0,0.0,4.0
빵 및 과자류,생크림케이크케이크,275,70.0,0.0,12.0,0.0,0.0,12.0,0.0,4.0
빵 및 과자류,생크림케이크케이크,275,75.0,0.0,14.0,0.0,0.0,8.0,0.0,3.0
빵 및 과자류,생크림케이크케이크,275,80.0,0.0,15.0,0.0,0.0,8.0,0.0,3.0
빵 및 과자류,생크림케이크케이크,260,75.0,0.0,16.0,0.0,0.0,7.0,0.0,3.0
빵 및 과자류,생크림케이크케이크,270,90.0,0.0,18.0,0.0,0.0,6.0,0.0,4.0
빵 및 과자류,생크림케이크케이크,250,78.0,0.0,16.4,0.0,0.0,8.88,0.0,3.08
빵 및 과자류,생크림케이크케이크,249,75.0,0.0,17.04,0.0,0.0,8.91,0.0,3.04
빵 및 과자류,생크림케이크케이크,273,114.0,0.0,16.76,0.0,0.0,9.91,0.0,4.14
빵 및 과자류,생크림케이크케이크,275,118.0,0.0,17.17,0.0,0.0,9.67,0.0,4.2
빵 및 과자류,생크림케이크케이크,285,116.0,0.0,17.16,0.0,0.0,10.43,0.0,4.49
빵 및 과자류,생크림케이크케이크,321,205.0,0.0,19.65,0.0,0.0,11.44,0.0,4.69
빵 및 과자류,생크림케이크케이크,292,102.0,0.0,19.35,0.0,0.0,9.78,0.0,4.78
빵 및 과자류,생크림케이크케이크,288,101.0,0.0,26.35,0.0,0.0,7.44,0.0,4.5
빵 및 과자류,생크림케이크케이크,288,97.0,0.0,26.35,0.0,0.0,7.77,0.0,4.39
빵 및 과자류,생크림케이크케이크,286,89.0,0.0,19.7,0.0,0.0,10.28,0.0,4.09
빵 및 과자류,생크림케이크케이크,310,106.0,0.0,16.25,0.0,0.0,13.75,0.0,3.75
빵 및 과자류,생크림케이크케이크,263,90.0,32.84,1.49,11.94,0.15,7.46,85.07,5.97
빵 및 과자류,생크림케이크케이크,346,107.0,0.0,22.86,0.0,0.0,14.29,0.0,4.29
빵 및 과자류,생크림케이크케이크,259,50.0,0.0,18.0,0.0,0.0,7.9,0.0,3.0
빵 및 과자류,초콜릿케이크케이크,410,238.0,0.0,33.75,0.0,0.0,6.25,0.0,3.75
빵 및 과자류,초콜릿케이크케이크,345,85.0,0.0,11.0,0.0,0.0,5.0,0.0,4.6
빵 및 과자류,초콜릿케이크케이크,348,106.0,0.0,21.98,0.0,0.0,13.09,0.0,5.03
빵 및 과자류,초콜릿케이크케이크,426,110.0,0.0,27.0,0.0,0.0,17.0,0.0,5.0
빵 및 과자류,초콜릿케이크케이크,279,83.0,0.0,15.94,0.0,0.0,10.87,0.0,4.35
빵 및 과자류,초콜릿케이크케이크,190,50.0,0.0,13.99,0.0,0.0,6.04,0.0,2.95
빵 및 과자류,초콜릿케이크케이크,315,0.0,0.0,24.01,0.0,0.0,65.01,0.0,4.06
빵 및 과자류,초콜릿케이크케이크,304,119.0,0.0,20.79,0.0,0.0,18.32,0.0,9.9
빵 및 과자류,초콜릿케이크케이크,358,125.0,0.0,30.58,0.0,0.0,13.31,0.0,4.96
빵 및 과자류,치즈케이크케이크,369,167.0,0.0,20.0,0.0,0.0,6.67,0.0,5.56
빵 및 과자류,치즈케이크케이크,305,200.0,0.0,20.0,0.0,0.0,7.0,0.0,6.0
빵 및 과자류,치즈케이크케이크,300,212.0,0.0,18.82,0.0,0.0,7.06,0.0,5.88
빵 및 과자류,치즈케이크케이크,289,201.0,0.0,17.33,0.0,0.0,10.8,0.0,6.0
빵 및 과자류,치즈케이크케이크,269,120.0,0.0,21.26,0.0,0.0,9.45,0.0,4.72
빵 및 과자류,크로와상,440,476.0,0.0,7.14,0.0,0.0,16.67,0.0,7.14
빵 및 과자류,크로와상,354,298.0,36.92,3.08,0.0,0.0,12.31,0.0,6.15
빵 및 과자류,크로와상,415,342.0,0.0,6.06,0.0,0.0,15.15,0.0,9.09
빵 및 과자류,크로와상,443,370.0,0.0,6.67,0.0,0.0,16.67,0.0,6.67
빵 및 과자류,크로와상,477,448.0,0.0,19.51,0.0,0.0,17.07,0.0,8.54
빵 및 과자류,크로와상,341,305.0,56.1,21.0,10.0,0.5,7.32,35.0,7.32
빵 및 과자류,크로와상,503,277.0,0.0,26.67,0.0,0.0,16.67,0.0,6.67
빵 및 과자류,크로와상,383,225.0,0.0,30.56,0.0,0.0,8.33,0.0,5.56
빵 및 과자류,크로와상,508,320.0,0.0,16.0,0.0,0.0,20.0,0.0,8.0
빵 및 과자류,크로와상,371,148.0,0.0,9.38,0.0,0.0,13.13,0.0,6.25
빵 및 과자류,크로와상,441,250.0,0.0,6.25,0.0,0.0,21.88,0.0,6.25
빵 및 과자류,크로와상,450,350.0,0.0,4.55,0.0,0.0,13.64,0.0,9.09
빵 및 과자류,크로와상,388,475.0,51.67,8.0,17.0,0.0,10.0,0.0,8.33
빵 및 과자류,크로와상,490,385.0,0.0,5.0,0.0,0.0,15.0,0.0,10.0
빵 및 과자류,크로와상,324,366.0,0.0,4.88,0.0,0.0,12.2,0.0,7.32
빵 및 과자류,크로와상,380,249.0,0.0,11.43,0.0,0.0,11.43,0.0,8.57
빵 및 과자류,크로와상,477,350.0,0.0,9.09,0.0,0.0,13.64,0.0,9.09
빵 및 과자류,크로와상,417,444.0,0.0,11.11,0.0,0.0,15.0,0.0,5.56
빵 및 과자류,크로와상,369,469.0,0.0,0.0,0.0,0.0,10.63,0.0,6.25
빵 및 과자류,크로와상,426,241.0,0.0,8.82,0.0,0.0,20.59,0.0,5.88
빵 및 과자류,크로와상,483,340.0,0.0,4.5,0.0,0.0,5.6,0.0,10.5
빵 및 과자류,크로와상,259,264.0,0.0,14.55,0.0,0.0,3.64,0.0,6.36
빵 및 과자류,크로와상,356,326.0,50.53,21.0,14.0,0.5,9.47,35.0,5.26
빵 및 과자류,크로와상,407,280.0,0.0,17.07,0.0,0.0,12.2,0.0,7.32
빵 및 과자류,크로와상,377,400.0,55.79,24.0,15.0,0.5,10.53,35.0,5.26
빵 및 과자류,크로와상,353,316.0,56.84,27.0,12.0,0.5,8.42,35.0,5.26
빵 및 과자류,크로와상,312,300.0,0.0,7.69,0.0,0.0,10.77,0.0,3.85
빵 및 과자류,크로와상,557,273.0,0.0,6.67,0.0,0.0,30.0,0.0,6.67
빵 및 과자류,크로와상,380,249.0,0.0,11.43,0.0,0.0,11.43,0.0,8.57
빵 및 과자류,크로와상,318,358.0,41.05,10.0,15.0,0.5,11.58,40.0,5.26
빵 및 과자류,크로와상,440,320.0,0.0,24.0,0.0,0.0,11.2,0.0,8.0
빵 및 과자류,크로와상,436,322.0,0.0,19.44,0.0,0.0,16.67,0.0,5.56
빵 및 과자류,크로와상,391,634.0,41.46,6.0,21.0,0.5,14.63,40.0,9.76
빵 및 과자류,크로와상,482,216.0,0.0,14.0,0.0,0.0,14.8,0.0,10.8
빵 및 과자류,크로와상,589,279.0,0.0,3.57,0.0,0.0,28.57,0.0,7.14
빵 및 과자류,크로와상,445,213.0,0.0,10.0,0.0,0.0,20.0,0.0,5.0
빵 및 과자류,크로와상,474,205.0,0.0,21.43,0.0,0.0,19.05,0.0,4.76
빵 및 과자류,크로와상,334,303.0,0.0,12.07,0.0,0.0,8.62,0.0,10.34
빵 및 과자류,크로와상,431,288.0,0.0,15.63,0.0,0.0,15.63,0.0,6.25
빵 및 과자류,크로와상,429,231.0,0.0,5.71,0.0,0.0,20.0,0.0,5.71
빵 및 과자류,크로와상,433,429.0,0.0,8.16,0.0,0.0,22.45,0.0,6.12
빵 및 과자류,크로와상,475,236.0,0.0,13.89,0.0,0.0,22.22,0.0,5.56
빵 및 과자류,크로와상,504,324.0,0.0,16.0,0.0,0.0,20.0,0.0,8.0
빵 및 과자류,크로와상,510,263.0,0.0,20.0,0.0,0.0,13.33,0.0,10.0
빵 및 과자류,크로와상,425,453.0,53.33,9.0,20.0,0.5,16.0,35.0,8.0
빵 및 과자류,크로와상,310,190.0,0.0,1.82,0.0,0.0,9.09,0.0,6.67
빵 및 과자류,크로와상,305,250.0,0.0,8.0,0.0,0.0,4.1,0.0,6.0
빵 및 과자류,크로와상,417,422.0,59.38,18.0,17.0,0.5,14.06,35.0,6.25
빵 및 과자류,크로와상,361,407.0,0.0,5.56,0.0,0.0,14.81,0.0,7.41
빵 및 과자류,크로와상,434,300.0,0.0,17.14,0.0,0.0,17.14,0.0,5.71
빵 및 과자류,크로와상,332,233.0,0.0,17.95,0.0,0.0,6.84,0.0,5.98
빵 및 과자류,크로와상,360,354.0,52.44,23.17,13.0,0.5,7.32,39.27,7.32
빵 및 과자류,크로와상,453,270.0,0.0,6.67,0.0,0.0,20.0,0.0,6.67
빵 및 과자류,크로와상,446,231.0,0.0,5.71,0.0,0.0,22.86,0.0,5.71
빵 및 과자류,크로와상,426,596.0,0.0,7.41,0.0,0.0,14.81,0.0,11.11
빵 및 과자류,크로와상,397,361.0,0.0,11.48,0.0,0.0,9.84,0.0,8.2
빵 및 과자류,크로와상,808,340.0,0.0,56.0,0.0,0.0,12.0,0.0,40.0
빵 및 과자류,크로와상,600,529.0,0.0,8.33,0.0,0.0,25.0,0.0,16.67
빵 및 과자류,크로와상,500,282.0,0.0,17.86,0.0,0.0,14.29,0.0,7.14
빵 및 과자류,크로와상,306,420.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0
빵 및 과자류,크로와상,476,312.0,0.0,24.0,0.0,0.0,12.0,0.0,8.0
빵 및 과자류,크로와상,358,271.0,46.15,16.92,13.85,0.0,7.69,35.38,7.69
빵 및 과자류,크로와상,201,142.0,33.6,14.4,4.8,0.0,3.2,18.4,3.2
빵 및 과자류,크로와상,405,284.0,36.84,5.26,26.32,0.37,16.84,10.53,7.37
빵 및 과자류,크로와상,230,470.0,0.0,5.0,0.0,0.0,4.0,0.0,11.0
빵 및 과자류,크로와상,267,557.0,27.07,4.41,0.0,0.0,8.05,0.0,8.03
빵 및 과자류,크로와상,228,419.0,25.59,3.75,0.0,0.0,6.84,0.0,6.14
빵 및 과자류,크로와상,453,415.0,45.28,9.43,26.42,0.0,16.98,0.0,7.55
빵 및 과자류,크로와상,411,357.0,0.0,32.14,0.0,0.0,12.5,0.0,3.57
빵 및 과자류,크로와상,415,313.0,0.0,16.07,0.0,0.0,9.82,0.0,5.36
빵 및 과자류,크로와상,419,829.0,0.0,20.95,0.0,0.0,10.48,0.0,5.71
빵 및 과자류,크로와상,441,280.0,0.0,21.19,0.0,0.0,11.87,0.0,7.63
빵 및 과자류,크로와상,430,295.0,0.0,11.54,0.0,0.0,17.95,0.0,6.41
빵 및 과자류,크로와상,440,414.0,0.0,13.79,0.0,0.0,15.52,0.0,6.9
빵 및 과자류,크로와상,400,260.0,0.0,10.0,0.0,0.0,19.0,0.0,5.0
빵 및 과자류,크로와상,388,316.0,0.0,15.31,0.0,0.0,16.33,0.0,6.12
빵 및 과자류,크로와상,386,380.0,0.0,11.96,0.0,0.0,10.87,0.0,6.52
빵 및 과자류,크로와상,456,252.0,0.0,16.51,0.0,0.0,20.39,0.0,6.8
빵 및 과자류,크로와상,393,321.0,0.0,15.18,0.0,0.0,16.07,0.0,5.36
빵 및 과자류,크로와상,436,407.0,0.0,8.57,0.0,0.0,0.14,0.0,7.14
빵 및 과자류,크로와상,490,315.0,0.0,25.0,0.0,0.0,12.5,0.0,8.5
빵 및 과자류,크로와상,406,235.0,0.0,16.47,0.0,0.0,3.53,0.0,7.06
빵 및 과자류,크로와상,532,434.0,0.0,28.0,0.0,0.0,14.0,0.0,8.0
빵 및 과자류,크로와상,522,424.0,0.0,28.0,0.0,0.0,12.0,0.0,8.0
빵 및 과자류,크로와상,544,434.0,0.0,26.0,0.0,0.0,16.0,0.0,10.0
빵 및 과자류,크로와상,495,295.0,0.0,26.5,0.0,0.0,12.5,0.0,8.5
빵 및 과자류,크로와상,405,476.0,0.0,2.38,0.0,0.0,16.67,0.0,7.14
빵 및 과자류,크로와상,446,232.0,0.0,28.8,0.0,0.0,11.2,0.0,5.6
빵 및 과자류,크로와상,379,188.0,0.0,11.77,0.0,0.0,4.71,0.0,7.06
빵 및 과자류,크로와상,481,464.0,0.0,18.0,0.0,0.0,12.0,0.0,7.0
빵 및 과자류,크로와상,433,317.0,0.0,5.0,0.0,0.0,8.0,0.0,6.67
빵 및 과자류,크로와상,572,363.0,0.0,33.0,0.0,0.0,11.0,0.0,22.0
빵 및 과자류,크로와상,165,11.0,0.0,5.32,0.0,0.0,6.38,0.0,2.13
빵 및 과자류,크로와상,495,426.0,0.0,15.79,0.0,0.0,10.26,0.0,10.53
빵 및 과자류,크로와상,305,200.0,0.0,27.98,0.0,0.0,6.97,0.0,4.04
빵 및 과자류,크로켓(고로케),288,288.0,0.0,4.55,0.0,0.0,3.79,0.0,6.82
빵 및 과자류,크로켓(고로케),304,180.0,0.0,12.5,0.0,0.0,2.88,0.0,5.0
빵 및 과자류,크로켓(고로케),333,314.0,0.0,8.89,0.0,0.0,3.67,0.0,7.78
빵 및 과자류,크로켓(고로케),345,219.0,0.0,22.67,0.0,0.0,3.33,0.0,6.67
빵 및 과자류,크로켓(고로케),338,438.0,0.0,4.76,0.0,0.0,8.57,0.0,6.67
빵 및 과자류,크로켓(고로케),295,448.0,29.52,4.76,16.19,0.0,2.29,4.76,6.67
빵 및 과자류,크로켓(고로케),304,488.0,0.0,8.0,0.0,0.0,2.8,0.0,6.4
빵 및 과자류,크로켓(고로케),344,120.0,0.0,24.0,0.0,0.0,3.33,0.0,6.67
빵 및 과자류,크로켓(고로케),276,352.0,0.0,5.71,0.0,0.0,4.1,0.0,9.52
빵 및 과자류,크로켓(고로케),273,527.0,32.73,9.09,12.73,0.0,2.18,3.18,6.36
빵 및 과자류,크로켓(고로케),324,460.0,0.0,6.06,0.0,0.0,3.74,0.0,11.11
빵 및 과자류,크로켓(고로케),259,306.0,0.0,4.63,0.0,0.0,3.61,0.0,8.33
빵 및 과자류,크로켓(고로케),275,458.0,30.0,7.5,15.0,0.0,2.75,8.33,5.83
